Name,Score,Event 1 Result,Event 1 Rank,Event 1 Score,Event 1 Std Dev,Event 1 Mean,Event 1 Standout,Event 1 Est Result,Event 1 Est Std Dev,Event 1 Est Mean,Event 1 Est Standout,Event 2 Result,Event 2 Rank,Event 2 Score,Event 2 Std Dev,Event 2 Mean,Event 2 Standout,Event 2 Est Result,Event 2 Est Std Dev,Event 2 Est Mean,Event 2 Est Standout,Event 3 Result,Event 3 Rank,Event 3 Score,Event 3 Std Dev,Event 3 Mean,Event 3 Standout,Event 3 Est Result,Event 3 Est Std Dev,Event 3 Est Mean,Event 3 Est Standout,Event 4 Result,Event 4 Rank,Event 4 Score,Event 4 Std Dev,Event 4 Mean,Event 4 Standout,Event 4 Est Result,Event 4 Est Std Dev,Event 4 Est Mean,Event 4 Est Standout,Event 5 Result,Event 5 Rank,Event 5 Score,Event 5 Std Dev,Event 5 Mean,Event 5 Standout,Event 5 Est Result,Event 5 Est Std Dev,Event 5 Est Mean,Event 5 Est Standout,Event 6 Result,Event 6 Rank,Event 6 Score,Event 6 Std Dev,Event 6 Mean,Event 6 Standout,Event 6 Est Result,Event 6 Est Std Dev,Event 6 Est Mean,Event 6 Est Standout,Event 7 Result,Event 7 Rank,Event 7 Score,Event 7 Std Dev,Event 7 Mean,Event 7 Standout,Event 7 Est Result,Event 7 Est Std Dev,Event 7 Est Mean,Event 7 Est Standout
Sigurður Þrastarson,1470,3:12.6,217,217,21.53,3:04.54,-0.37,3:12.6,21.53,3:04.54,-0.37,12:21.0,273,273,1:38.95,10:20.94,-1.21,12:21,1:58.79,10:34.97,-0.89,C+76,113,113,34.94,25:36.09,,29:48,2:17.38,30:44.56,0.41,2:08.4,73,73,24,2:19.73,0.47,2:08.4,34.24,2:37.26,0.84,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,C+41,292,292,1:16.23,13:53.46,,16:41,1:35.89,14:45.35,-1.21,2:19.2,256,256,39.85,1:56.3,-0.57,2:19.2,44.34,1:57.86,-0.48
Will Zerlang,1477,2:42.5,55,55,21.53,3:04.54,1.02,2:42.5,21.53,3:04.54,1.02,12:16.7,271,271,1:38.95,10:20.94,-1.17,12:16.7,1:58.79,10:34.97,-0.86,C+59,55,55,34.94,25:36.09,,28:57,2:17.38,30:44.56,0.78,C+50,312,312,24,2:19.73,,3:50,34.24,2:37.26,-2.12,210,289,289,18.35,241.5,-1.72,210.0,18.35,241.5,-1.72,15:37.5,195,195,1:16.23,13:53.46,-1.36,15:37.5,1:35.89,14:45.35,-0.54,3:25.8,300,300,39.85,1:56.3,-2.25,3:25.8,44.34,1:57.86,-1.98
Joshua Wichtrup,1479,3:31.6,281,281,21.53,3:04.54,-1.26,3:31.6,21.53,3:04.54,-1.26,10:13.2,162,162,1:38.95,10:20.94,0.08,10:13.2,1:58.79,10:34.97,0.18,C+110,222,222,34.94,25:36.09,,31:50,2:17.38,30:44.56,-0.48,2:25.3,126,126,24,2:19.73,-0.23,2:25.3,34.24,2:37.26,0.35,228,230,230,18.35,241.5,-0.74,228.0,18.35,241.5,-0.74,C+4,241,241,1:16.23,13:53.46,,16:04,1:35.89,14:45.35,-0.82,2:00.2,217,217,39.85,1:56.3,-0.1,2:00.2,44.34,1:57.86,-0.05
Ryan Bielefeldt,1482,3:04.0,178,178,21.53,3:04.54,0.02,3:04,21.53,3:04.54,0.02,11:34.2,244,244,1:38.95,10:20.94,-0.74,11:34.2,1:58.79,10:34.97,-0.5,C+94,167,167,34.94,25:36.09,,30:42,2:17.38,30:44.56,0.02,C+3,243,243,24,2:19.73,,3:03,34.24,2:37.26,-0.75,227,231,231,18.35,241.5,-0.79,227.0,18.35,241.5,-0.79,C+1,211,211,1:16.23,13:53.46,,16:01,1:35.89,14:45.35,-0.79,1:57.4,208,208,39.85,1:56.3,-0.03,1:57.4,44.34,1:57.86,0.01
Kyle Cant,1482,3:21.4,255,255,21.53,3:04.54,-0.78,3:21.4,21.53,3:04.54,-0.78,10:50.5,204,204,1:38.95,10:20.94,-0.3,10:50.5,1:58.79,10:34.97,-0.13,C+75,106,106,34.94,25:36.09,,29:45,2:17.38,30:44.56,0.43,2:51.9,192,192,24,2:19.73,-1.34,2:51.9,34.24,2:37.26,-0.43,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,C+54,303,303,1:16.23,13:53.46,,16:54,1:35.89,14:45.35,-1.34,2:04.3,227,227,39.85,1:56.3,-0.2,2:04.3,44.34,1:57.86,-0.15
Jack Hile,1486,3:26.8,268,268,21.53,3:04.54,-1.03,3:26.8,21.53,3:04.54,-1.03,9:25.7,99,99,1:38.95,10:20.94,0.56,9:25.7,1:58.79,10:34.97,0.58,C+86,138,138,34.94,25:36.09,,30:18,2:17.38,30:44.56,0.19,C+4,250,250,24,2:19.73,,3:04,34.24,2:37.26,-0.78,215,280,280,18.35,241.5,-1.44,215.0,18.35,241.5,-1.44,14:46.9,146,146,1:16.23,13:53.46,-0.7,14:46.9,1:35.89,14:45.35,-0.02,3:36.6,305,305,39.85,1:56.3,-2.52,3:36.6,44.34,1:57.86,-2.23
Sean Thomson,1498,3:32.5,288,288,21.53,3:04.54,-1.3,3:32.5,21.53,3:04.54,-1.3,14:43.7,307,307,1:38.95,10:20.94,-2.66,14:43.7,1:58.79,10:34.97,-2.09,C+119,261,261,34.94,25:36.09,,32:35,2:17.38,30:44.56,-0.8,2:09.8,82,82,24,2:19.73,0.41,2:09.8,34.24,2:37.26,0.8,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,13:43.5,91,91,1:16.23,13:53.46,0.13,13:43.5,1:35.89,14:45.35,0.65,2:01.7,223,223,39.85,1:56.3,-0.14,2:01.7,44.34,1:57.86,-0.09
Cary Hair,1498,2:57.9,138,138,21.53,3:04.54,0.31,2:57.9,21.53,3:04.54,0.31,9:38.8,120,120,1:38.95,10:20.94,0.43,9:38.8,1:58.79,10:34.97,0.47,C+110,222,222,34.94,25:36.09,,31:50,2:17.38,30:44.56,-0.48,C+10,285,285,24,2:19.73,,3:10,34.24,2:37.26,-0.96,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,C+4,241,241,1:16.23,13:53.46,,16:04,1:35.89,14:45.35,-0.82,3:18.9,297,297,39.85,1:56.3,-2.07,3:18.9,44.34,1:57.86,-1.83
Andrea Barbotti,1505,3:38.2,301,301,21.53,3:04.54,-1.56,3:38.2,21.53,3:04.54,-1.56,11:38.1,245,245,1:38.95,10:20.94,-0.78,11:38.1,1:58.79,10:34.97,-0.53,C+102,195,195,34.94,25:36.09,,31:10,2:17.38,30:44.56,-0.19,2:17.4,107,107,24,2:19.73,0.1,2:17.4,34.24,2:37.26,0.58,226,239,239,18.35,241.5,-0.85,226.0,18.35,241.5,-0.85,C+2,224,224,1:16.23,13:53.46,,16:02,1:35.89,14:45.35,-0.8,1:52.0,194,194,39.85,1:56.3,0.11,1:52,44.34,1:57.86,0.13
Mitchel Stevenson,1518,3:51.6,315,315,21.53,3:04.54,-2.19,3:51.6,21.53,3:04.54,-2.19,10:06.1,150,150,1:38.95,10:20.94,0.15,10:06.1,1:58.79,10:34.97,0.24,C+23,17,17,34.94,25:36.09,,27:09,2:17.38,30:44.56,1.57,C+2,231,231,24,2:19.73,,3:02,34.24,2:37.26,-0.72,215,280,280,18.35,241.5,-1.44,215.0,18.35,241.5,-1.44,C+15,278,278,1:16.23,13:53.46,,16:15,1:35.89,14:45.35,-0.93,2:13.3,247,247,39.85,1:56.3,-0.43,2:13.3,44.34,1:57.86,-0.35
Luke Fiso,1528,3:03.3,172,172,21.53,3:04.54,0.06,3:03.3,21.53,3:04.54,0.06,9:52.8,133,133,1:38.95,10:20.94,0.28,9:52.8,1:58.79,10:34.97,0.36,C+86,138,138,34.94,25:36.09,,30:18,2:17.38,30:44.56,0.19,C+4,250,250,24,2:19.73,,3:04,34.24,2:37.26,-0.78,,308,308,,,,,,,,C+3,231,231,1:16.23,13:53.46,,16:03,1:35.89,14:45.35,-0.81,3:15.6,296,296,39.85,1:56.3,-1.99,3:15.6,44.34,1:57.86,-1.75
Mack Unruh,1531,3:31.7,283,283,21.53,3:04.54,-1.26,3:31.7,21.53,3:04.54,-1.26,9:30.6,110,110,1:38.95,10:20.94,0.51,9:30.6,1:58.79,10:34.97,0.54,C+115,243,243,34.94,25:36.09,,32:15,2:17.38,30:44.56,-0.66,C+4,250,250,24,2:19.73,,3:04,34.24,2:37.26,-0.78,215,280,280,18.35,241.5,-1.44,215.0,18.35,241.5,-1.44,14:05.3,108,108,1:16.23,13:53.46,-0.16,14:05.3,1:35.89,14:45.35,0.42,2:19.3,257,257,39.85,1:56.3,-0.58,2:19.3,44.34,1:57.86,-0.48
Troy Stinson,1539,3:16.1,232,232,21.53,3:04.54,-0.54,3:16.1,21.53,3:04.54,-0.54,11:50.3,256,256,1:38.95,10:20.94,-0.9,11:50.3,1:58.79,10:34.97,-0.63,C+121,266,266,34.94,25:36.09,,32:45,2:17.38,30:44.56,-0.88,2:57.7,211,211,24,2:19.73,-1.58,2:57.7,34.24,2:37.26,-0.6,245,121,121,18.35,241.5,0.19,245.0,18.35,241.5,0.19,14:47.8,147,147,1:16.23,13:53.46,-0.71,14:47.8,1:35.89,14:45.35,-0.03,3:39.4,306,306,39.85,1:56.3,-2.59,3:39.4,44.34,1:57.86,-2.29
Josh Gervais,1541,2:47.3,74,74,21.53,3:04.54,0.8,2:47.3,21.53,3:04.54,0.8,12:34.8,277,277,1:38.95,10:20.94,-1.35,12:34.8,1:58.79,10:34.97,-1.01,C+131,291,291,34.94,25:36.09,,33:35,2:17.38,30:44.56,-1.24,2:31.7,138,138,24,2:19.73,-0.5,2:31.7,34.24,2:37.26,0.16,205,293,293,18.35,241.5,-1.99,205.0,18.35,241.5,-1.99,C+33,289,289,1:16.23,13:53.46,,16:33,1:35.89,14:45.35,-1.12,1:47.6,179,179,39.85,1:56.3,0.22,1:47.6,44.34,1:57.86,0.23
Klaus Hebo Uggerhøj,1545,3:34.0,293,293,21.53,3:04.54,-1.37,3:34,21.53,3:04.54,-1.37,11:11.3,226,226,1:38.95,10:20.94,-0.51,11:11.3,1:58.79,10:34.97,-0.31,C+98,183,183,34.94,25:36.09,,30:54,2:17.38,30:44.56,-0.07,C+0,216,216,24,2:19.73,,3:00,34.24,2:37.26,-0.66,237,167,167,18.35,241.5,-0.25,237.0,18.35,241.5,-0.25,C+4,241,241,1:16.23,13:53.46,,16:04,1:35.89,14:45.35,-0.82,2:00.7,219,219,39.85,1:56.3,-0.11,2:00.7,44.34,1:57.86,-0.06
David Wiggin,1551,3:24.0,261,261,21.53,3:04.54,-0.9,3:24,21.53,3:04.54,-0.9,9:59.4,144,144,1:38.95,10:20.94,0.22,9:59.4,1:58.79,10:34.97,0.3,C+122,268,268,34.94,25:36.09,,32:50,2:17.38,30:44.56,-0.91,C+7,275,275,24,2:19.73,,3:07,34.24,2:37.26,-0.87,237,167,167,18.35,241.5,-0.25,237.0,18.35,241.5,-0.25,C+8,269,269,1:16.23,13:53.46,,16:08,1:35.89,14:45.35,-0.86,1:44.4,167,167,39.85,1:56.3,0.3,1:44.4,44.34,1:57.86,0.3
Andrew Cifelli,1551,3:25.4,264,264,21.53,3:04.54,-0.97,3:25.4,21.53,3:04.54,-0.97,10:26.3,176,176,1:38.95,10:20.94,-0.05,10:26.3,1:58.79,10:34.97,0.07,C+132,292,292,34.94,25:36.09,,33:40,2:17.38,30:44.56,-1.28,2:23.9,123,123,24,2:19.73,-0.17,2:23.9,34.24,2:37.26,0.39,241,145,145,18.35,241.5,-0.03,241.0,18.35,241.5,-0.03,C+20,281,281,1:16.23,13:53.46,,16:20,1:35.89,14:45.35,-0.99,2:32.0,270,270,39.85,1:56.3,-0.9,2:32,44.34,1:57.86,-0.77
Alex Ranieri,1554,2:37.8,26,26,21.53,3:04.54,1.24,2:37.8,21.53,3:04.54,1.24,11:43.7,253,253,1:38.95,10:20.94,-0.84,11:43.7,1:58.79,10:34.97,-0.58,C+123,272,272,34.94,25:36.09,,32:55,2:17.38,30:44.56,-0.95,C+13,297,297,24,2:19.73,,3:13,34.24,2:37.26,-1.04,237,167,167,18.35,241.5,-0.25,237.0,18.35,241.5,-0.25,C+49,294,294,1:16.23,13:53.46,,16:49,1:35.89,14:45.35,-1.29,2:12.2,245,245,39.85,1:56.3,-0.4,2:12.2,44.34,1:57.86,-0.32
Luke Starr,1557,3:09.9,198,198,21.53,3:04.54,-0.25,3:09.9,21.53,3:04.54,-0.25,11:59.2,265,265,1:38.95,10:20.94,-0.99,11:59.2,1:58.79,10:34.97,-0.71,C+71,93,93,34.94,25:36.09,,29:33,2:17.38,30:44.56,0.52,C+10,285,285,24,2:19.73,,3:10,34.24,2:37.26,-0.96,217,277,277,18.35,241.5,-1.34,217.0,18.35,241.5,-1.34,C+4,241,241,1:16.23,13:53.46,,16:04,1:35.89,14:45.35,-0.82,1:53.8,198,198,39.85,1:56.3,0.06,1:53.8,44.34,1:57.86,0.09
Shaun Hazelton,1558,3:22.0,258,258,21.53,3:04.54,-0.81,3:22,21.53,3:04.54,-0.81,9:53.4,135,135,1:38.95,10:20.94,0.28,9:53.4,1:58.79,10:34.97,0.35,C+103,197,197,34.94,25:36.09,,31:15,2:17.38,30:44.56,-0.22,C+11,295,295,24,2:19.73,,3:11,34.24,2:37.26,-0.99,245,121,121,18.35,241.5,0.19,245.0,18.35,241.5,0.19,C+47,293,293,1:16.23,13:53.46,,16:47,1:35.89,14:45.35,-1.27,2:23.1,259,259,39.85,1:56.3,-0.67,2:23.1,44.34,1:57.86,-0.57
Kosta Ilic,1574,2:57.0,131,131,21.53,3:04.54,0.35,2:57,21.53,3:04.54,0.35,C+3,314,314,1:38.95,10:20.94,,16:03,1:58.79,10:34.97,-2.76,C+111,229,229,34.94,25:36.09,,31:55,2:17.38,30:44.56,-0.51,C+13,297,297,24,2:19.73,,3:13,34.24,2:37.26,-1.04,245,121,121,18.35,241.5,0.19,245.0,18.35,241.5,0.19,C+4,241,241,1:16.23,13:53.46,,16:04,1:35.89,14:45.35,-0.82,2:10.2,241,241,39.85,1:56.3,-0.35,2:10.199,44.34,1:57.86,-0.28
Eric Botsford,1586,2:57.8,135,135,21.53,3:04.54,0.31,2:57.8,21.53,3:04.54,0.31,10:58.2,216,216,1:38.95,10:20.94,-0.38,10:58.2,1:58.79,10:34.97,-0.2,C+94,167,167,34.94,25:36.09,,30:42,2:17.38,30:44.56,0.02,C+80,317,317,24,2:19.73,,4:20,34.24,2:37.26,-3.0,217,277,277,18.35,241.5,-1.34,217.0,18.35,241.5,-1.34,C+54,303,303,1:16.23,13:53.46,,16:54,1:35.89,14:45.35,-1.34,1:44.6,171,171,39.85,1:56.3,0.29,1:44.6,44.34,1:57.86,0.3
Emanuel Aponte,1586,4:11.5,322,322,21.53,3:04.54,-3.11,4:11.5,21.53,3:04.54,-3.11,11:52.5,258,258,1:38.95,10:20.94,-0.93,11:52.5,1:58.79,10:34.97,-0.65,C+135,298,298,34.94,25:36.09,,33:55,2:17.38,30:44.56,-1.39,2:53.7,200,200,24,2:19.73,-1.42,2:53.7,34.24,2:37.26,-0.48,236,183,183,18.35,241.5,-0.3,236.0,18.35,241.5,-0.3,15:11.9,169,169,1:16.23,13:53.46,-1.03,15:11.9,1:35.89,14:45.35,-0.28,1:42.4,156,156,39.85,1:56.3,0.35,1:42.4,44.34,1:57.86,0.35
Young-Jun Kim,1588,2:59.8,157,157,21.53,3:04.54,0.22,2:59.8,21.53,3:04.54,0.22,14:53.8,308,308,1:38.95,10:20.94,-2.76,14:53.8,1:58.79,10:34.97,-2.18,C+134,297,297,34.94,25:36.09,,33:50,2:17.38,30:44.56,-1.35,C+3,243,243,24,2:19.73,,3:03,34.24,2:37.26,-0.75,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,14:29.0,128,128,1:16.23,13:53.46,-0.47,14:29,1:35.89,14:45.35,0.17,1:57.6,209,209,39.85,1:56.3,-0.03,1:57.6,44.34,1:57.86,0.01
Ryan Starling,1596,3:00.3,162,162,21.53,3:04.54,0.2,3:00.3,21.53,3:04.54,0.2,10:36.9,187,187,1:38.95,10:20.94,-0.16,10:36.9,1:58.79,10:34.97,-0.02,C+132,292,292,34.94,25:36.09,,33:40,2:17.38,30:44.56,-1.28,C+110,320,320,24,2:19.73,,4:50,34.24,2:37.26,-3.88,205,293,293,18.35,241.5,-1.99,205.0,18.35,241.5,-1.99,C+2,224,224,1:16.23,13:53.46,,16:02,1:35.89,14:45.35,-0.8,1:35.0,118,118,39.85,1:56.3,0.53,1:35,44.34,1:57.86,0.52
Nathaniel Olsen,1600,3:03.0,170,170,21.53,3:04.54,0.07,3:03,21.53,3:04.54,0.07,9:59.3,142,142,1:38.95,10:20.94,0.22,9:59.3,1:58.79,10:34.97,0.3,C+68,80,80,34.94,25:36.09,,29:24,2:17.38,30:44.56,0.59,C+5,261,261,24,2:19.73,,3:05,34.24,2:37.26,-0.81,,308,308,,,,,,,,,320,320,,,,,,,,,319,319,,,,,,,
Alan Garcia,1603,3:43.3,308,308,21.53,3:04.54,-1.8,3:43.3,21.53,3:04.54,-1.8,11:46.4,254,254,1:38.95,10:20.94,-0.86,11:46.4,1:58.79,10:34.97,-0.6,C+125,281,281,34.94,25:36.09,,33:05,2:17.38,30:44.56,-1.02,2:52.9,196,196,24,2:19.73,-1.38,2:52.9,34.24,2:37.26,-0.46,240,156,156,18.35,241.5,-0.08,240.0,18.35,241.5,-0.08,14:29.1,129,129,1:16.23,13:53.46,-0.47,14:29.1,1:35.89,14:45.35,0.17,2:41.1,279,279,39.85,1:56.3,-1.12,2:41.1,44.34,1:57.86,-0.98
Mark Hutchinson,1609,3:31.6,281,281,21.53,3:04.54,-1.26,3:31.6,21.53,3:04.54,-1.26,10:56.9,213,213,1:38.95,10:20.94,-0.36,10:56.9,1:58.79,10:34.97,-0.18,C+97,181,181,34.94,25:36.09,,30:51,2:17.38,30:44.56,-0.05,2:54.0,201,201,24,2:19.73,-1.43,2:54,34.24,2:37.26,-0.49,215,280,280,18.35,241.5,-1.44,215.0,18.35,241.5,-1.44,14:40.5,141,141,1:16.23,13:53.46,-0.62,14:40.5,1:35.89,14:45.35,0.05,4:08.3,312,312,39.85,1:56.3,-3.31,4:08.3,44.34,1:57.86,-2.94
Aiden Poole,1634,2:58.3,139,139,21.53,3:04.54,0.29,2:58.3,21.53,3:04.54,0.29,11:42.7,252,252,1:38.95,10:20.94,-0.83,11:42.7,1:58.79,10:34.97,-0.57,C+146,306,306,34.94,25:36.09,,34:50,2:17.38,30:44.56,-1.79,C+5,261,261,24,2:19.73,,3:05,34.24,2:37.26,-0.81,226,239,239,18.35,241.5,-0.85,226.0,18.35,241.5,-0.85,C+24,286,286,1:16.23,13:53.46,,16:24,1:35.89,14:45.35,-1.03,1:41.6,151,151,39.85,1:56.3,0.37,1:41.6,44.34,1:57.86,0.37
Tarcio Santos Ferreira,1636,3:30.0,278,278,21.53,3:04.54,-1.18,3:30,21.53,3:04.54,-1.18,11:29.4,240,240,1:38.95,10:20.94,-0.69,11:29.4,1:58.79,10:34.97,-0.46,C+165,311,311,34.94,25:36.09,,35:21.25,2:17.38,30:44.56,-2.01,2:31.5,137,137,24,2:19.73,-0.49,2:31.5,34.24,2:37.26,0.17,232,219,219,18.35,241.5,-0.52,232.0,18.35,241.5,-0.52,14:43.5,142,142,1:16.23,13:53.46,-0.66,14:43.5,1:35.89,14:45.35,0.02,3:50.4,309,309,39.85,1:56.3,-2.86,3:50.4,44.34,1:57.86,-2.54
Travis Mead,1642,3:07.8,189,189,21.53,3:04.54,-0.15,3:07.8,21.53,3:04.54,-0.15,10:57.8,215,215,1:38.95,10:20.94,-0.37,10:57.8,1:58.79,10:34.97,-0.19,C+113,238,238,34.94,25:36.09,,32:05,2:17.38,30:44.56,-0.59,2:44.7,174,174,24,2:19.73,-1.04,2:44.7,34.24,2:37.26,-0.22,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,C+209,319,319,1:16.23,13:53.46,,19:29,1:35.89,14:45.35,-2.96,2:23.8,261,261,39.85,1:56.3,-0.69,2:23.8,44.34,1:57.86,-0.59
Dj Larson,1654,3:03.2,171,171,21.53,3:04.54,0.06,3:03.2,21.53,3:04.54,0.06,11:27.2,238,238,1:38.95,10:20.94,-0.67,11:27.2,1:58.79,10:34.97,-0.44,C+100,191,191,34.94,25:36.09,,31:00,2:17.38,30:44.56,-0.11,C+2,231,231,24,2:19.73,,3:02,34.24,2:37.26,-0.72,205,293,293,18.35,241.5,-1.99,205.0,18.35,241.5,-1.99,C+1,211,211,1:16.23,13:53.46,,16:01,1:35.89,14:45.35,-0.79,,319,319,,,,,,,
Bryce Chilton,1657,3:18.9,244,244,21.53,3:04.54,-0.67,3:18.9,21.53,3:04.54,-0.67,9:57.9,140,140,1:38.95,10:20.94,0.23,9:57.9,1:58.79,10:34.97,0.31,C+112,234,234,34.94,25:36.09,,32:00,2:17.38,30:44.56,-0.55,2:32.8,140,140,24,2:19.73,-0.54,2:32.8,34.24,2:37.26,0.13,215,280,280,18.35,241.5,-1.44,215.0,18.35,241.5,-1.44,C+102,316,316,1:16.23,13:53.46,,17:42,1:35.89,14:45.35,-1.84,3:30.4,303,303,39.85,1:56.3,-2.36,3:30.4,44.34,1:57.86,-2.09
Reza Mashkoori,1665,3:20.6,252,252,21.53,3:04.54,-0.75,3:20.6,21.53,3:04.54,-0.75,11:39.4,247,247,1:38.95,10:20.94,-0.79,11:39.4,1:58.79,10:34.97,-0.54,C+110,222,222,34.94,25:36.09,,31:50,2:17.38,30:44.56,-0.48,C+4,250,250,24,2:19.73,,3:04,34.24,2:37.26,-0.78,205,293,293,18.35,241.5,-1.99,205.0,18.35,241.5,-1.99,15:33.9,190,190,1:16.23,13:53.46,-1.32,15:33.9,1:35.89,14:45.35,-0.51,1:58.0,211,211,39.85,1:56.3,-0.04,1:58,44.34,1:57.86,-0.0
Alexandre Jolivet,1670,2:53.7,112,112,21.53,3:04.54,0.5,2:53.7,21.53,3:04.54,0.5,11:39.0,246,246,1:38.95,10:20.94,-0.79,11:39,1:58.79,10:34.97,-0.54,C+197,313,313,34.94,25:36.09,,35:45.25,2:17.38,30:44.56,-2.19,2:52.5,193,193,24,2:19.73,-1.37,2:52.5,34.24,2:37.26,-0.45,,308,308,,,,,,,,C+62,312,312,1:16.23,13:53.46,,17:02,1:35.89,14:45.35,-1.42,1:49.3,186,186,39.85,1:56.3,0.18,1:49.3,44.34,1:57.86,0.19
Gabe Swaba,1670,3:04.7,179,179,21.53,3:04.54,-0.01,3:04.7,21.53,3:04.54,-0.01,11:23.0,233,233,1:38.95,10:20.94,-0.63,11:23,1:58.79,10:34.97,-0.4,C+79,117,117,34.94,25:36.09,,29:57,2:17.38,30:44.56,0.35,C+7,275,275,24,2:19.73,,3:07,34.24,2:37.26,-0.87,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,C+75,313,313,1:16.23,13:53.46,,17:15,1:35.89,14:45.35,-1.56,3:39.6,307,307,39.85,1:56.3,-2.59,3:39.6,44.34,1:57.86,-2.29
Phillip Guillot,1682,3:12.1,213,213,21.53,3:04.54,-0.35,3:12.1,21.53,3:04.54,-0.35,10:47.8,202,202,1:38.95,10:20.94,-0.27,10:47.8,1:58.79,10:34.97,-0.11,C+127,285,285,34.94,25:36.09,,33:15,2:17.38,30:44.56,-1.1,C+10,285,285,24,2:19.73,,3:10,34.24,2:37.26,-0.96,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,C+3,231,231,1:16.23,13:53.46,,16:03,1:35.89,14:45.35,-0.81,2:33.4,271,271,39.85,1:56.3,-0.93,2:33.4,44.34,1:57.86,-0.8
Artur Machado,1690,3:12.3,214,214,21.53,3:04.54,-0.36,3:12.3,21.53,3:04.54,-0.36,15:33.9,310,310,1:38.95,10:20.94,-3.16,15:33.9,1:58.79,10:34.97,-2.52,C+149,309,309,34.94,25:36.09,,35:05,2:17.38,30:44.56,-1.9,2:25.1,125,125,24,2:19.73,-0.22,2:25.1,34.24,2:37.26,0.36,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,C+51,296,296,1:16.23,13:53.46,,16:51,1:35.89,14:45.35,-1.31,1:50.3,190,190,39.85,1:56.3,0.15,1:50.3,44.34,1:57.86,0.17
John Zvejnieks,1701,3:16.8,235,235,21.53,3:04.54,-0.57,3:16.8,21.53,3:04.54,-0.57,12:37.7,281,281,1:38.95,10:20.94,-1.38,12:37.7,1:58.79,10:34.97,-1.03,C+133,295,295,34.94,25:36.09,,33:45,2:17.38,30:44.56,-1.31,C+7,275,275,24,2:19.73,,3:07,34.24,2:37.26,-0.87,,308,308,,,,,,,,14:12.4,116,116,1:16.23,13:53.46,-0.25,14:12.4,1:35.89,14:45.35,0.34,1:50.7,191,191,39.85,1:56.3,0.14,1:50.7,44.34,1:57.86,0.16
Anže Benko,1703,3:06.0,187,187,21.53,3:04.54,-0.07,3:06,21.53,3:04.54,-0.07,10:03.8,148,148,1:38.95,10:20.94,0.17,10:03.8,1:58.79,10:34.97,0.26,C+104,199,199,34.94,25:36.09,,31:20,2:17.38,30:44.56,-0.26,C+16,299,299,24,2:19.73,,3:16,34.24,2:37.26,-1.13,205,293,293,18.35,241.5,-1.99,205.0,18.35,241.5,-1.99,C+51,296,296,1:16.23,13:53.46,,16:51,1:35.89,14:45.35,-1.31,2:44.7,281,281,39.85,1:56.3,-1.21,2:44.7,44.34,1:57.86,-1.06
Vincent Tremblay,1706,3:38.2,301,301,21.53,3:04.54,-1.56,3:38.2,21.53,3:04.54,-1.56,13:28.3,294,294,1:38.95,10:20.94,-1.89,13:28.3,1:58.79,10:34.97,-1.46,C+125,281,281,34.94,25:36.09,,33:05,2:17.38,30:44.56,-1.02,C+0,216,216,24,2:19.73,,3:00,34.24,2:37.26,-0.66,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,15:07.2,159,159,1:16.23,13:53.46,-0.97,15:07.2,1:35.89,14:45.35,-0.23,1:57.6,209,209,39.85,1:56.3,-0.03,1:57.6,44.34,1:57.86,0.01
Shawn Lukacsy,1716,3:17.1,237,237,21.53,3:04.54,-0.58,3:17.1,21.53,3:04.54,-0.58,11:27.5,239,239,1:38.95,10:20.94,-0.67,11:27.5,1:58.79,10:34.97,-0.44,C+104,199,199,34.94,25:36.09,,31:20,2:17.38,30:44.56,-0.26,C+6,266,266,24,2:19.73,,3:06,34.24,2:37.26,-0.84,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,C+1,211,211,1:16.23,13:53.46,,16:01,1:35.89,14:45.35,-0.79,C+9,318,318,39.85,1:56.3,,6:09,44.34,1:57.86,-5.66
Adam Klink,1718,3:23.3,260,260,21.53,3:04.54,-0.87,3:23.3,21.53,3:04.54,-0.87,10:12.0,161,161,1:38.95,10:20.94,0.09,10:12,1:58.79,10:34.97,0.19,C+83,129,129,34.94,25:36.09,,30:09,2:17.38,30:44.56,0.26,C+10,285,285,24,2:19.73,,3:10,34.24,2:37.26,-0.96,200,305,305,18.35,241.5,-2.26,200.0,18.35,241.5,-2.26,C+104,318,318,1:16.23,13:53.46,,17:44,1:35.89,14:45.35,-1.86,2:23.7,260,260,39.85,1:56.3,-0.69,2:23.7,44.34,1:57.86,-0.58
