Name,Score,Event 1 Result,Event 1 Rank,Event 1 Score,Event 1 Std Dev,Event 1 Mean,Event 1 Standout,Event 1 Est Result,Event 1 Est Std Dev,Event 1 Est Mean,Event 1 Est Standout,Event 2 Result,Event 2 Rank,Event 2 Score,Event 2 Std Dev,Event 2 Mean,Event 2 Standout,Event 2 Est Result,Event 2 Est Std Dev,Event 2 Est Mean,Event 2 Est Standout,Event 3 Result,Event 3 Rank,Event 3 Score,Event 3 Std Dev,Event 3 Mean,Event 3 Standout,Event 3 Est Result,Event 3 Est Std Dev,Event 3 Est Mean,Event 3 Est Standout,Event 4 Result,Event 4 Rank,Event 4 Score,Event 4 Std Dev,Event 4 Mean,Event 4 Standout,Event 4 Est Result,Event 4 Est Std Dev,Event 4 Est Mean,Event 4 Est Standout,Event 5 Result,Event 5 Rank,Event 5 Score,Event 5 Std Dev,Event 5 Mean,Event 5 Standout,Event 5 Est Result,Event 5 Est Std Dev,Event 5 Est Mean,Event 5 Est Standout,Event 6 Result,Event 6 Rank,Event 6 Score,Event 6 Std Dev,Event 6 Mean,Event 6 Standout,Event 6 Est Result,Event 6 Est Std Dev,Event 6 Est Mean,Event 6 Est Standout,Event 7 Result,Event 7 Rank,Event 7 Score,Event 7 Std Dev,Event 7 Mean,Event 7 Standout,Event 7 Est Result,Event 7 Est Std Dev,Event 7 Est Mean,Event 7 Est Standout
Brittany Stevens,1503,3:31.9,207,207,31.21,3:22.71,-0.29,3:31.9,31.21,3:22.71,-0.29,11:47.8,98,98,1:50.4,12:33.01,0.41,11:47.8,2:04.57,12:58.75,0.57,C+123,202,202,36.49,25:05.84,,32:55,2:28.76,31:44.03,-0.48,C+60,291,291,25.83,2:18.15,,4:00,37.92,2:55.74,-1.69,156,133,133,16.06,155.2,0.05,156.0,16.06,155.2,0.05,C+123,269,269,46.45,14:52.56,,18:03,1:11.71,16:43.43,-1.11,,303,303,,,,,,,
Tonia Osborne,1505,2:58.7,70,70,31.21,3:22.71,0.77,2:58.7,31.21,3:22.71,0.77,C+2,286,286,1:50.4,12:33.01,,16:02,2:04.57,12:58.75,-1.47,C+135,258,258,36.49,25:05.84,,33:55,2:28.76,31:44.03,-0.88,C+20,271,271,25.83,2:18.15,,3:20,37.92,2:55.74,-0.64,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+47,167,167,46.45,14:52.56,,16:47,1:11.71,16:43.43,-0.05,5:34.9,239,239,1:06.6,3:21.34,-2.01,5:34.9,1:28.13,3:52.03,-1.17
Megan Scales,1510,2:55.4,53,53,31.21,3:22.71,0.88,2:55.4,31.21,3:22.71,0.88,C+3,291,291,1:50.4,12:33.01,,16:03,2:04.57,12:58.75,-1.48,C+104,124,124,36.49,25:05.84,,31:20,2:28.76,31:44.03,0.16,C+100,303,303,25.83,2:18.15,,4:40,37.92,2:55.74,-2.75,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+106,258,258,46.45,14:52.56,,17:46,1:11.71,16:43.43,-0.87,C+6,267,267,1:06.6,3:21.34,,6:06,1:28.13,3:52.03,-1.52
Anita Pravatti,1513,3:25.4,185,185,31.21,3:22.71,-0.09,3:25.4,31.21,3:22.71,-0.09,13:34.2,184,184,1:50.4,12:33.01,-0.55,13:34.2,2:04.57,12:58.75,-0.28,C+113,157,157,36.49,25:05.84,,32:05,2:28.76,31:44.03,-0.14,C+9,208,208,25.83,2:18.15,,3:09,37.92,2:55.74,-0.35,142,240,240,16.06,155.2,-0.82,142.0,16.06,155.2,-0.82,C+150,272,272,46.45,14:52.56,,18:30,1:11.71,16:43.43,-1.49,C+6,267,267,1:06.6,3:21.34,,6:06,1:28.13,3:52.03,-1.52
Jessica Krebs,1519,3:18.2,148,148,31.21,3:22.71,0.14,3:18.2,31.21,3:22.71,0.14,13:55.1,200,200,1:50.4,12:33.01,-0.74,13:55.1,2:04.57,12:58.75,-0.45,C+117,174,174,36.49,25:05.84,,32:25,2:28.76,31:44.03,-0.28,C+7,180,180,25.83,2:18.15,,3:07,37.92,2:55.74,-0.3,125,291,291,16.06,155.2,-1.88,125.0,16.06,155.2,-1.88,C+105,253,253,46.45,14:52.56,,17:45,1:11.71,16:43.43,-0.86,C+7,273,273,1:06.6,3:21.34,,6:07,1:28.13,3:52.03,-1.53
Mary Jamieson,1520,3:17.5,146,146,31.21,3:22.71,0.17,3:17.5,31.21,3:22.71,0.17,14:34.3,229,229,1:50.4,12:33.01,-1.1,14:34.3,2:04.57,12:58.75,-0.77,C+138,267,267,36.49,25:05.84,,34:10,2:28.76,31:44.03,-0.98,C+12,242,242,25.83,2:18.15,,3:12,37.92,2:55.74,-0.43,170,51,51,16.06,155.2,0.92,170.0,16.06,155.2,0.92,C+200,292,292,46.45,14:52.56,,19:20,1:11.71,16:43.43,-2.18,C+11,293,293,1:06.6,3:21.34,,6:11,1:28.13,3:52.03,-1.58
Linsey Wise,1521,3:46.6,256,256,31.21,3:22.71,-0.77,3:46.6,31.21,3:22.71,-0.77,14:08.8,211,211,1:50.4,12:33.01,-0.87,14:08.8,2:04.57,12:58.75,-0.56,C+132,243,243,36.49,25:05.84,,33:40,2:28.76,31:44.03,-0.78,2:35.6,80,80,25.83,2:18.15,-0.68,2:35.6,37.92,2:55.74,0.53,142,240,240,16.06,155.2,-0.82,142.0,16.06,155.2,-0.82,C+158,285,285,46.45,14:52.56,,18:38,1:11.71,16:43.43,-1.6,4:31.8,206,206,1:06.6,3:21.34,-1.06,4:31.8,1:28.13,3:52.03,-0.45
Sacha Adkins,1524,3:11.9,126,126,31.21,3:22.71,0.35,3:11.9,31.21,3:22.71,0.35,C+1,276,276,1:50.4,12:33.01,,16:01,2:04.57,12:58.75,-1.46,C+143,277,277,36.49,25:05.84,,34:35,2:28.76,31:44.03,-1.15,C+11,230,230,25.83,2:18.15,,3:11,37.92,2:55.74,-0.4,157,124,124,16.06,155.2,0.11,157.0,16.06,155.2,0.11,C+107,261,261,46.45,14:52.56,,17:47,1:11.71,16:43.43,-0.89,5:07.3,230,230,1:06.6,3:21.34,-1.59,5:07.3,1:28.13,3:52.03,-0.85
Emily Beers,1538,3:31.3,205,205,31.21,3:22.71,-0.28,3:31.3,31.21,3:22.71,-0.28,15:55.7,273,273,1:50.4,12:33.01,-1.84,15:55.7,2:04.57,12:58.75,-1.42,C+134,253,253,36.49,25:05.84,,33:50,2:28.76,31:44.03,-0.85,2:49.9,94,94,25.83,2:18.15,-1.23,2:49.9,37.92,2:55.74,0.15,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+54,196,196,46.45,14:52.56,,16:54,1:11.71,16:43.43,-0.15,,303,303,,,,,,,
Jessica Schwartz,1542,4:43.8,308,308,31.21,3:22.71,-2.6,4:43.8,31.21,3:22.71,-2.6,12:05.5,120,120,1:50.4,12:33.01,0.25,12:05.5,2:04.57,12:58.75,0.43,C+123,202,202,36.49,25:05.84,,32:55,2:28.76,31:44.03,-0.48,2:49.2,93,93,25.83,2:18.15,-1.2,2:49.2,37.92,2:55.74,0.17,,299,299,,,,,,,,C+151,273,273,46.45,14:52.56,,18:31,1:11.71,16:43.43,-1.5,C+1,247,247,1:06.6,3:21.34,,6:01,1:28.13,3:52.03,-1.46
Sadie Wells,1574,3:18.5,150,150,31.21,3:22.71,0.14,3:18.5,31.21,3:22.71,0.14,C+3,291,291,1:50.4,12:33.01,,16:03,2:04.57,12:58.75,-1.48,C+141,272,272,36.49,25:05.84,,34:25,2:28.76,31:44.03,-1.08,C+5,154,154,25.83,2:18.15,,3:05,37.92,2:55.74,-0.24,135,261,261,16.06,155.2,-1.26,135.0,16.06,155.2,-1.26,C+56,204,204,46.45,14:52.56,,16:56,1:11.71,16:43.43,-0.18,5:46.5,242,242,1:06.6,3:21.34,-2.18,5:46.5,1:28.13,3:52.03,-1.3
Carly Menzies,1578,3:48.6,260,260,31.21,3:22.71,-0.83,3:48.6,31.21,3:22.71,-0.83,11:19.3,71,71,1:50.4,12:33.01,0.67,11:19.3,2:04.57,12:58.75,0.8,C+118,180,180,36.49,25:05.84,,32:30,2:28.76,31:44.03,-0.31,C+9,208,208,25.83,2:18.15,,3:09,37.92,2:55.74,-0.35,125,291,291,16.06,155.2,-1.88,125.0,16.06,155.2,-1.88,C+209,303,303,46.45,14:52.56,,19:29,1:11.71,16:43.43,-2.31,C+4,265,265,1:06.6,3:21.34,,6:04,1:28.13,3:52.03,-1.5
Katie Schmitz,1581,3:10.0,118,118,31.21,3:22.71,0.41,3:10,31.21,3:22.71,0.41,15:44.1,267,267,1:50.4,12:33.01,-1.73,15:44.1,2:04.57,12:58.75,-1.33,C+200,302,302,36.49,25:05.84,,35:47.5,2:28.76,31:44.03,-1.64,C+110,305,305,25.83,2:18.15,,4:50,37.92,2:55.74,-3.01,,299,299,,,,,,,,C+30,140,140,46.45,14:52.56,,16:30,1:11.71,16:43.43,0.19,3:42.3,150,150,1:06.6,3:21.34,-0.31,3:42.3,1:28.13,3:52.03,0.11
Christine Knieff,1598,4:03.2,284,284,31.21,3:22.71,-1.3,4:03.2,31.21,3:22.71,-1.3,12:25.9,140,140,1:50.4,12:33.01,0.06,12:25.9,2:04.57,12:58.75,0.26,C+237,307,307,36.49,25:05.84,,36:15.25,2:28.76,31:44.03,-1.82,C+10,216,216,25.83,2:18.15,,3:10,37.92,2:55.74,-0.38,135,261,261,16.06,155.2,-1.26,135.0,16.06,155.2,-1.26,C+79,233,233,46.45,14:52.56,,17:19,1:11.71,16:43.43,-0.5,3:44.7,157,157,1:06.6,3:21.34,-0.35,3:44.7,1:28.13,3:52.03,0.08
Nina Arezina,1599,3:05.1,102,102,31.21,3:22.71,0.56,3:05.1,31.21,3:22.71,0.56,14:42.8,235,235,1:50.4,12:33.01,-1.18,14:42.8,2:04.57,12:58.75,-0.84,C+193,301,301,36.49,25:05.84,,35:42.25,2:28.76,31:44.03,-1.6,C+110,305,305,25.83,2:18.15,,4:50,37.92,2:55.74,-3.01,155,141,141,16.06,155.2,-0.01,155.0,16.06,155.2,-0.01,C+100,242,242,46.45,14:52.56,,17:40,1:11.71,16:43.43,-0.79,C+7,273,273,1:06.6,3:21.34,,6:07,1:28.13,3:52.03,-1.53
Janine Penniall,1615,4:22.7,302,302,31.21,3:22.71,-1.92,4:22.7,31.21,3:22.71,-1.92,12:15.8,128,128,1:50.4,12:33.01,0.16,12:15.8,2:04.57,12:58.75,0.34,C+129,231,231,36.49,25:05.84,,33:25,2:28.76,31:44.03,-0.68,C+7,180,180,25.83,2:18.15,,3:07,37.92,2:55.74,-0.3,132,276,276,16.06,155.2,-1.44,132.0,16.06,155.2,-1.44,C+104,251,251,46.45,14:52.56,,17:44,1:11.71,16:43.43,-0.84,C+1,247,247,1:06.6,3:21.34,,6:01,1:28.13,3:52.03,-1.46
Darcie Warren,1619,3:39.8,238,238,31.21,3:22.71,-0.55,3:39.8,31.21,3:22.71,-0.55,15:56.0,274,274,1:50.4,12:33.01,-1.84,15:56,2:04.57,12:58.75,-1.42,C+111,145,145,36.49,25:05.84,,31:55,2:28.76,31:44.03,-0.07,C+10,216,216,25.83,2:18.15,,3:10,37.92,2:55.74,-0.38,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+87,238,238,46.45,14:52.56,,17:27,1:11.71,16:43.43,-0.61,C+12,294,294,1:06.6,3:21.34,,6:12,1:28.13,3:52.03,-1.59
Darian Sperry,1619,3:34.0,216,216,31.21,3:22.71,-0.36,3:34,31.21,3:22.71,-0.36,14:17.3,218,218,1:50.4,12:33.01,-0.94,14:17.3,2:04.57,12:58.75,-0.63,C+128,223,223,36.49,25:05.84,,33:20,2:28.76,31:44.03,-0.65,C+12,242,242,25.83,2:18.15,,3:12,37.92,2:55.74,-0.43,160,110,110,16.06,155.2,0.3,160.0,16.06,155.2,0.3,,307,307,,,,,,,,,303,303,,,,,,,
Heather Sanchez,1619,5:17.9,311,311,31.21,3:22.71,-3.69,5:17.9,31.21,3:22.71,-3.69,13:50.5,198,198,1:50.4,12:33.01,-0.7,13:50.5,2:04.57,12:58.75,-0.42,C+137,265,265,36.49,25:05.84,,34:05,2:28.76,31:44.03,-0.95,C+9,208,208,25.83,2:18.15,,3:09,37.92,2:55.74,-0.35,151,178,178,16.06,155.2,-0.26,151.0,16.06,155.2,-0.26,C+145,271,271,46.45,14:52.56,,18:25,1:11.71,16:43.43,-1.42,4:11.2,188,188,1:06.6,3:21.34,-0.75,4:11.2,1:28.13,3:52.03,-0.22
Laura Vazquez,1619,3:51.2,265,265,31.21,3:22.71,-0.91,3:51.2,31.21,3:22.71,-0.91,15:00.7,250,250,1:50.4,12:33.01,-1.34,15:00.7,2:04.57,12:58.75,-0.98,C+142,274,274,36.49,25:05.84,,34:30,2:28.76,31:44.03,-1.12,C+1,115,115,25.83,2:18.15,,3:01,37.92,2:55.74,-0.14,115,297,297,16.06,155.2,-2.5,115.0,16.06,155.2,-2.5,C+50,171,171,46.45,14:52.56,,16:50,1:11.71,16:43.43,-0.09,C+1,247,247,1:06.6,3:21.34,,6:01,1:28.13,3:52.03,-1.46
Paige Henry,1630,4:00.8,281,281,31.21,3:22.71,-1.22,4:00.8,31.21,3:22.71,-1.22,15:42.1,265,265,1:50.4,12:33.01,-1.71,15:42.1,2:04.57,12:58.75,-1.31,C+128,223,223,36.49,25:05.84,,33:20,2:28.76,31:44.03,-0.65,C+5,154,154,25.83,2:18.15,,3:05,37.92,2:55.74,-0.24,125,291,291,16.06,155.2,-1.88,125.0,16.06,155.2,-1.88,C+80,234,234,46.45,14:52.56,,17:20,1:11.71,16:43.43,-0.51,4:05.7,182,182,1:06.6,3:21.34,-0.67,4:05.7,1:28.13,3:52.03,-0.16
Yuko Sakuyama,1635,4:16.5,299,299,31.21,3:22.71,-1.72,4:16.5,31.21,3:22.71,-1.72,C+3,291,291,1:50.4,12:33.01,,16:03,2:04.57,12:58.75,-1.48,C+132,243,243,36.49,25:05.84,,33:40,2:28.76,31:44.03,-0.78,C+8,193,193,25.83,2:18.15,,3:08,37.92,2:55.74,-0.32,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+50,171,171,46.45,14:52.56,,16:50,1:11.71,16:43.43,-0.09,4:59.6,224,224,1:06.6,3:21.34,-1.48,4:59.6,1:28.13,3:52.03,-0.77
Kate Stewart,1639,4:20.5,301,301,31.21,3:22.71,-1.85,4:20.5,31.21,3:22.71,-1.85,13:01.8,164,164,1:50.4,12:33.01,-0.26,13:01.8,2:04.57,12:58.75,-0.02,C+147,284,284,36.49,25:05.84,,34:55,2:28.76,31:44.03,-1.28,C+10,216,216,25.83,2:18.15,,3:10,37.92,2:55.74,-0.38,127,287,287,16.06,155.2,-1.76,127.0,16.06,155.2,-1.76,C+64,219,219,46.45,14:52.56,,17:04,1:11.71,16:43.43,-0.29,3:52.6,168,168,1:06.6,3:21.34,-0.47,3:52.6,1:28.13,3:52.03,-0.01
Eva Cortiella,1641,3:36.4,229,229,31.21,3:22.71,-0.44,3:36.4,31.21,3:22.71,-0.44,15:37.9,264,264,1:50.4,12:33.01,-1.67,15:37.9,2:04.57,12:58.75,-1.28,C+155,291,291,36.49,25:05.84,,35:13.75,2:28.76,31:44.03,-1.41,C+7,180,180,25.83,2:18.15,,3:07,37.92,2:55.74,-0.3,125,291,291,16.06,155.2,-1.88,125.0,16.06,155.2,-1.88,C+51,178,178,46.45,14:52.56,,16:51,1:11.71,16:43.43,-0.11,4:32.2,208,208,1:06.6,3:21.34,-1.06,4:32.2,1:28.13,3:52.03,-0.46
joyce sanches,1648,3:53.3,268,268,31.21,3:22.71,-0.98,3:53.3,31.21,3:22.71,-0.98,15:04.6,252,252,1:50.4,12:33.01,-1.37,15:04.6,2:04.57,12:58.75,-1.01,C+127,220,220,36.49,25:05.84,,33:15,2:28.76,31:44.03,-0.61,C+11,230,230,25.83,2:18.15,,3:11,37.92,2:55.74,-0.4,125,291,291,16.06,155.2,-1.88,125.0,16.06,155.2,-1.88,C+44,159,159,46.45,14:52.56,,16:44,1:11.71,16:43.43,-0.01,5:05.0,228,228,1:06.6,3:21.34,-1.56,5:05,1:28.13,3:52.03,-0.83
Gina Yates,1660,3:36.3,228,228,31.21,3:22.71,-0.44,3:36.3,31.21,3:22.71,-0.44,C+16,309,309,1:50.4,12:33.01,,16:16,2:04.57,12:58.75,-1.58,C+131,238,238,36.49,25:05.84,,33:35,2:28.76,31:44.03,-0.75,C+1,115,115,25.83,2:18.15,,3:01,37.92,2:55.74,-0.14,140,242,242,16.06,155.2,-0.95,140.0,16.06,155.2,-0.95,C+80,234,234,46.45,14:52.56,,17:20,1:11.71,16:43.43,-0.51,C+12,294,294,1:06.6,3:21.34,,6:12,1:28.13,3:52.03,-1.59
Dina Swift,1661,3:39.1,236,236,31.21,3:22.71,-0.52,3:39.1,31.21,3:22.71,-0.52,C+3,291,291,1:50.4,12:33.01,,16:03,2:04.57,12:58.75,-1.48,C+108,136,136,36.49,25:05.84,,31:40,2:28.76,31:44.03,0.03,C+7,180,180,25.83,2:18.15,,3:07,37.92,2:55.74,-0.3,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+209,303,303,46.45,14:52.56,,19:29,1:11.71,16:43.43,-2.31,C+20,301,301,1:06.6,3:21.34,,6:20,1:28.13,3:52.03,-1.68
Katelin Marks,1667,3:10.1,119,119,31.21,3:22.71,0.4,3:10.1,31.21,3:22.71,0.4,C+8,307,307,1:50.4,12:33.01,,16:08,2:04.57,12:58.75,-1.52,C+124,209,209,36.49,25:05.84,,33:00,2:28.76,31:44.03,-0.51,C+20,271,271,25.83,2:18.15,,3:20,37.92,2:55.74,-0.64,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+209,303,303,46.45,14:52.56,,19:29,1:11.71,16:43.43,-2.31,5:53.8,244,244,1:06.6,3:21.34,-2.29,5:53.8,1:28.13,3:52.03,-1.38
Jessi Howald,1668,3:49.0,261,261,31.21,3:22.71,-0.84,3:49,31.21,3:22.71,-0.84,14:36.0,230,230,1:50.4,12:33.01,-1.11,14:36,2:04.57,12:58.75,-0.78,C+124,209,209,36.49,25:05.84,,33:00,2:28.76,31:44.03,-0.51,C+60,291,291,25.83,2:18.15,,4:00,37.92,2:55.74,-1.69,140,242,242,16.06,155.2,-0.95,140.0,16.06,155.2,-0.95,C+58,212,212,46.45,14:52.56,,16:58,1:11.71,16:43.43,-0.2,4:57.0,223,223,1:06.6,3:21.34,-1.44,4:57,1:28.13,3:52.03,-0.74
Fran Calvert,1673,4:35.6,305,305,31.21,3:22.71,-2.34,4:35.6,31.21,3:22.71,-2.34,15:27.9,259,259,1:50.4,12:33.01,-1.58,15:27.9,2:04.57,12:58.75,-1.2,C+154,290,290,36.49,25:05.84,,35:13,2:28.76,31:44.03,-1.4,C+7,180,180,25.83,2:18.15,,3:07,37.92,2:55.74,-0.3,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+69,223,223,46.45,14:52.56,,17:09,1:11.71,16:43.43,-0.36,4:27.5,202,202,1:06.6,3:21.34,-0.99,4:27.5,1:28.13,3:52.03,-0.4
Laura Faulkner,1673,3:57.5,278,278,31.21,3:22.71,-1.11,3:57.5,31.21,3:22.71,-1.11,15:49.5,269,269,1:50.4,12:33.01,-1.78,15:49.5,2:04.57,12:58.75,-1.37,C+137,265,265,36.49,25:05.84,,34:05,2:28.76,31:44.03,-0.95,C+13,252,252,25.83,2:18.15,,3:13,37.92,2:55.74,-0.46,136,258,258,16.06,155.2,-1.2,136.0,16.06,155.2,-1.2,C+53,187,187,46.45,14:52.56,,16:53,1:11.71,16:43.43,-0.13,3:51.4,164,164,1:06.6,3:21.34,-0.45,3:51.4,1:28.13,3:52.03,0.01
Carly Fuhrer,1696,3:44.5,252,252,31.21,3:22.71,-0.7,3:44.5,31.21,3:22.71,-0.7,C+5,304,304,1:50.4,12:33.01,,16:05,2:04.57,12:58.75,-1.5,C+142,274,274,36.49,25:05.84,,34:30,2:28.76,31:44.03,-1.12,C+10,216,216,25.83,2:18.15,,3:10,37.92,2:55.74,-0.38,146,207,207,16.06,155.2,-0.57,146.0,16.06,155.2,-0.57,C+54,196,196,46.45,14:52.56,,16:54,1:11.71,16:43.43,-0.15,C+1,247,247,1:06.6,3:21.34,,6:01,1:28.13,3:52.03,-1.46
Priscila Caceres,1705,3:18.3,149,149,31.21,3:22.71,0.14,3:18.3,31.21,3:22.71,0.14,C+1,276,276,1:50.4,12:33.01,,16:01,2:04.57,12:58.75,-1.46,C+117,174,174,36.49,25:05.84,,32:25,2:28.76,31:44.03,-0.28,C+25,282,282,25.83,2:18.15,,3:25,37.92,2:55.74,-0.77,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,,307,307,,,,,,,,,303,303,,,,,,,
Victoria Campos,1721,4:03.2,284,284,31.21,3:22.71,-1.3,4:03.2,31.21,3:22.71,-1.3,C+1,276,276,1:50.4,12:33.01,,16:01,2:04.57,12:58.75,-1.46,C+185,297,297,36.49,25:05.84,,35:36.25,2:28.76,31:44.03,-1.56,C+8,193,193,25.83,2:18.15,,3:08,37.92,2:55.74,-0.32,125,291,291,16.06,155.2,-1.88,125.0,16.06,155.2,-1.88,C+85,236,236,46.45,14:52.56,,17:25,1:11.71,16:43.43,-0.58,3:36.3,144,144,1:06.6,3:21.34,-0.22,3:36.3,1:28.13,3:52.03,0.18
Grace Dallimore,1727,3:49.0,261,261,31.21,3:22.71,-0.84,3:49,31.21,3:22.71,-0.84,15:48.6,268,268,1:50.4,12:33.01,-1.77,15:48.6,2:04.57,12:58.75,-1.36,C+147,284,284,36.49,25:05.84,,34:55,2:28.76,31:44.03,-1.28,C+12,242,242,25.83,2:18.15,,3:12,37.92,2:55.74,-0.43,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+39,155,155,46.45,14:52.56,,16:39,1:11.71,16:43.43,0.06,,303,303,,,,,,,
Carrie Freestone,1737,4:19.0,300,300,31.21,3:22.71,-1.8,4:19,31.21,3:22.71,-1.8,13:31.0,180,180,1:50.4,12:33.01,-0.53,13:31,2:04.57,12:58.75,-0.26,C+133,251,251,36.49,25:05.84,,33:45,2:28.76,31:44.03,-0.81,C+6,167,167,25.83,2:18.15,,3:06,37.92,2:55.74,-0.27,132,276,276,16.06,155.2,-1.44,132.0,16.06,155.2,-1.44,C+153,275,275,46.45,14:52.56,,18:33,1:11.71,16:43.43,-1.53,C+10,288,288,1:06.6,3:21.34,,6:10,1:28.13,3:52.03,-1.57
Sherri Clark,1746,3:45.0,253,253,31.21,3:22.71,-0.71,3:45,31.21,3:22.71,-0.71,C+4,302,302,1:50.4,12:33.01,,16:04,2:04.57,12:58.75,-1.49,C+124,209,209,36.49,25:05.84,,33:00,2:28.76,31:44.03,-0.51,C+14,256,256,25.83,2:18.15,,3:14,37.92,2:55.74,-0.48,143,239,239,16.06,155.2,-0.76,143.0,16.06,155.2,-0.76,C+106,258,258,46.45,14:52.56,,17:46,1:11.71,16:43.43,-0.87,5:05.5,229,229,1:06.6,3:21.34,-1.56,5:05.5,1:28.13,3:52.03,-0.83
Marylin Rojas,1753,4:08.7,291,291,31.21,3:22.71,-1.47,4:08.7,31.21,3:22.71,-1.47,C+1,276,276,1:50.4,12:33.01,,16:01,2:04.57,12:58.75,-1.46,C+111,145,145,36.49,25:05.84,,31:55,2:28.76,31:44.03,-0.07,C+22,281,281,25.83,2:18.15,,3:22,37.92,2:55.74,-0.69,135,261,261,16.06,155.2,-1.26,135.0,16.06,155.2,-1.26,C+208,301,301,46.45,14:52.56,,19:28,1:11.71,16:43.43,-2.29,4:22.1,198,198,1:06.6,3:21.34,-0.91,4:22.1,1:28.13,3:52.03,-0.34
Brittany Ferguson,1764,3:41.4,241,241,31.21,3:22.71,-0.6,3:41.4,31.21,3:22.71,-0.6,C+4,302,302,1:50.4,12:33.01,,16:04,2:04.57,12:58.75,-1.49,C+124,209,209,36.49,25:05.84,,33:00,2:28.76,31:44.03,-0.51,C+7,180,180,25.83,2:18.15,,3:07,37.92,2:55.74,-0.3,135,261,261,16.06,155.2,-1.26,135.0,16.06,155.2,-1.26,C+206,298,298,46.45,14:52.56,,19:26,1:11.71,16:43.43,-2.27,C+7,273,273,1:06.6,3:21.34,,6:07,1:28.13,3:52.03,-1.53
Kaitlyn Kassis,1764,3:20.2,158,158,31.21,3:22.71,0.08,3:20.2,31.21,3:22.71,0.08,C+2,286,286,1:50.4,12:33.01,,16:02,2:04.57,12:58.75,-1.47,C+135,258,258,36.49,25:05.84,,33:55,2:28.76,31:44.03,-0.88,C+50,287,287,25.83,2:18.15,,3:50,37.92,2:55.74,-1.43,140,242,242,16.06,155.2,-0.95,140.0,16.06,155.2,-0.95,C+101,245,245,46.45,14:52.56,,17:41,1:11.71,16:43.43,-0.8,C+10,288,288,1:06.6,3:21.34,,6:10,1:28.13,3:52.03,-1.57
Janet Black,1784,3:24.7,179,179,31.21,3:22.71,-0.06,3:24.7,31.21,3:22.71,-0.06,14:18.5,220,220,1:50.4,12:33.01,-0.96,14:18.5,2:04.57,12:58.75,-0.64,C+115,167,167,36.49,25:05.84,,32:15,2:28.76,31:44.03,-0.21,,309,309,,,,,,,,,299,299,,,,,,,,,307,307,,,,,,,,,303,303,,,,,,,
Fain Davis,1792,3:20.8,164,164,31.21,3:22.71,0.06,3:20.8,31.21,3:22.71,0.06,C+3,291,291,1:50.4,12:33.01,,16:03,2:04.57,12:58.75,-1.48,C+132,243,243,36.49,25:05.84,,33:40,2:28.76,31:44.03,-0.78,C+12,242,242,25.83,2:18.15,,3:12,37.92,2:55.74,-0.43,135,261,261,16.06,155.2,-1.26,135.0,16.06,155.2,-1.26,C+161,290,290,46.45,14:52.56,,18:41,1:11.71,16:43.43,-1.64,C+20,301,301,1:06.6,3:21.34,,6:20,1:28.13,3:52.03,-1.68
Sarabeth Hershey,1818,4:38.2,306,306,31.21,3:22.71,-2.42,4:38.2,31.21,3:22.71,-2.42,14:50.8,243,243,1:50.4,12:33.01,-1.25,14:50.8,2:04.57,12:58.75,-0.9,C+134,253,253,36.49,25:05.84,,33:50,2:28.76,31:44.03,-0.85,C+12,242,242,25.83,2:18.15,,3:12,37.92,2:55.74,-0.43,133,275,275,16.06,155.2,-1.38,133.0,16.06,155.2,-1.38,C+159,287,287,46.45,14:52.56,,18:39,1:11.71,16:43.43,-1.61,4:36.2,212,212,1:06.6,3:21.34,-1.12,4:36.2,1:28.13,3:52.03,-0.5
Sarah Bustard,1821,3:57.4,277,277,31.21,3:22.71,-1.11,3:57.4,31.21,3:22.71,-1.11,14:55.2,249,249,1:50.4,12:33.01,-1.29,14:55.2,2:04.57,12:58.75,-0.93,C+145,282,282,36.49,25:05.84,,34:45,2:28.76,31:44.03,-1.22,C+13,252,252,25.83,2:18.15,,3:13,37.92,2:55.74,-0.46,135,261,261,16.06,155.2,-1.26,135.0,16.06,155.2,-1.26,C+105,253,253,46.45,14:52.56,,17:45,1:11.71,16:43.43,-0.86,C+1,247,247,1:06.6,3:21.34,,6:01,1:28.13,3:52.03,-1.46
Lauren Brooks,1822,3:06.0,105,105,31.21,3:22.71,0.54,3:06,31.21,3:22.71,0.54,C+1,276,276,1:50.4,12:33.01,,16:01,2:04.57,12:58.75,-1.46,C+128,223,223,36.49,25:05.84,,33:20,2:28.76,31:44.03,-0.65,,309,309,,,,,,,,,299,299,,,,,,,,,307,307,,,,,,,,,303,303,,,,,,,
